modName,chromsome,modStart,modEnd,width,strand,HEK293_abacm,HEK293_sysy,A549,CD8T,HeLa,MOLM13
m6A_35988,chr8,146062864,146062865,1,+,0,0,0,0,1,0
m6A_35989,chr8,146068488,146068489,1,+,0,0,0,0,1,0
m6A_35990,chr8,22875868,22875869,1,+,0,0,0,0,1,0
m6A_35991,chr8,37611638,37611639,1,+,0,0,0,0,1,0
m6A_35992,chr8,141525389,141525390,1,+,0,0,0,0,1,0
m6A_35993,chr8,23424298,23424299,1,+,0,0,0,0,1,0
m6A_35994,chr8,143785566,143785567,1,+,0,0,0,0,1,0
m6A_35995,chr8,64099169,64099170,1,+,0,0,0,0,1,0
m6A_35996,chr8,23423926,23423927,1,+,0,0,0,0,1,0
m6A_35997,chr8,40011491,40011492,1,+,0,0,0,0,1,0
m6A_35998,chr8,27516500,27516501,1,+,0,0,0,0,1,0
m6A_35999,chr8,56923750,56923751,1,+,0,0,0,0,1,0
m6A_36000,chr8,98736975,98736976,1,+,0,0,0,0,1,1
m6A_36001,chr8,23423789,23423790,1,+,0,0,0,0,1,0
m6A_36002,chr8,41456297,41456298,1,+,0,0,0,0,1,0
m6A_36003,chr8,40011624,40011625,1,+,0,0,0,0,1,0
m6A_36004,chr8,22875679,22875680,1,+,0,0,0,0,1,0
m6A_36005,chr8,126448797,126448798,1,+,0,0,0,0,1,0
m6A_36006,chr8,146066753,146066754,1,+,0,0,0,0,1,1
m6A_36007,chr8,56923053,56923054,1,+,0,0,0,0,1,1
m6A_36008,chr8,144732432,144732433,1,+,0,0,0,0,1,0
m6A_36009,chr8,66621544,66621545,1,+,0,0,0,0,1,0
m6A_36010,chr8,67341998,67341999,1,+,0,0,0,0,1,0
m6A_36011,chr8,37611726,37611727,1,+,0,0,0,0,1,0
m6A_36012,chr8,67342493,67342494,1,+,0,0,0,0,1,0
m6A_36013,chr8,21961729,21961730,1,+,0,0,0,0,1,0
m6A_36014,chr8,11696111,11696112,1,+,0,0,0,0,1,0
m6A_36015,chr8,74893755,74893756,1,+,0,0,0,0,1,0
m6A_36016,chr8,27841093,27841094,1,+,0,0,0,0,1,0
m6A_36017,chr8,40011748,40011749,1,+,0,0,0,0,1,0
m6A_36018,chr8,64099549,64099550,1,+,0,0,0,0,1,0
m6A_36019,chr8,145162274,145162275,1,+,0,0,0,0,1,0
m6A_36020,chr8,144681831,144681832,1,+,0,0,0,0,1,0
m6A_36021,chr8,28360383,28360384,1,+,0,0,0,0,1,0
m6A_36022,chr8,128750887,128750888,1,+,0,0,0,0,1,0
m6A_36023,chr8,38827264,38827265,1,+,0,0,0,0,1,0
m6A_36024,chr8,33356138,33356139,1,+,0,0,0,0,1,0
m6A_36025,chr8,126449454,126449455,1,+,0,0,0,0,1,0
m6A_36026,chr8,38961325,38961326,1,+,0,0,0,0,1,0
m6A_36027,chr8,141525338,141525339,1,+,0,0,0,0,1,0
m6A_36028,chr8,146068404,146068405,1,+,0,0,0,0,1,1
m6A_36029,chr8,41456252,41456253,1,+,0,0,0,0,1,0
m6A_36030,chr8,48882499,48882500,1,+,0,0,0,0,1,0
m6A_36031,chr8,22461439,22461440,1,+,0,0,0,0,1,0
m6A_36032,chr8,22461398,22461399,1,+,0,0,0,0,1,0
m6A_36033,chr8,42027872,42027873,1,+,0,0,0,0,1,0
m6A_36034,chr8,22461436,22461437,1,+,0,0,0,0,1,0
m6A_36035,chr8,86126443,86126444,1,+,0,0,0,0,1,0
m6A_36036,chr8,37611520,37611521,1,+,0,0,0,0,1,0
m6A_36037,chr8,96001098,96001099,1,+,0,0,0,0,1,0
m6A_36038,chr8,92090649,92090650,1,+,0,0,0,0,1,0
m6A_36039,chr8,40011784,40011785,1,+,0,0,0,0,1,0
m6A_36040,chr8,48309075,48309076,1,+,0,0,0,0,1,0
m6A_36041,chr8,64099540,64099541,1,+,0,0,0,0,1,0
m6A_36042,chr8,27841302,27841303,1,+,0,0,0,0,1,0
m6A_36043,chr8,27516519,27516520,1,+,0,0,0,0,1,0
m6A_36044,chr8,37917726,37917727,1,+,0,0,0,0,1,1
m6A_36045,chr8,40011697,40011698,1,+,0,0,0,0,1,0
m6A_36046,chr8,22875883,22875884,1,+,0,0,0,0,1,1
m6A_36047,chr8,57130291,57130292,1,+,0,0,0,0,1,0
m6A_36048,chr8,22864710,22864711,1,+,0,0,0,0,1,0
m6A_36049,chr8,66621300,66621301,1,+,0,0,0,0,1,0
m6A_36050,chr8,40011004,40011005,1,+,0,0,0,0,1,0
m6A_36051,chr8,42940407,42940408,1,+,0,0,0,0,1,0
m6A_36052,chr8,104085036,104085037,1,+,0,0,0,0,1,0
m6A_36053,chr8,144732451,144732452,1,+,0,0,0,0,1,0
m6A_36054,chr8,22277320,22277321,1,+,0,0,0,0,1,0
m6A_36055,chr8,144681819,144681820,1,+,0,0,0,0,1,0
m6A_36056,chr8,101358896,101358897,1,+,0,0,0,0,1,0
m6A_36057,chr8,48882493,48882494,1,+,0,0,0,0,1,0
m6A_36058,chr8,98737003,98737004,1,+,0,0,0,0,1,0
m6A_36059,chr8,128750860,128750861,1,+,0,0,0,0,1,0
m6A_36060,chr8,128752885,128752886,1,+,0,0,0,0,1,0
m6A_36061,chr8,22875878,22875879,1,+,0,0,0,0,1,0
m6A_36062,chr8,144733729,144733730,1,+,0,0,0,0,1,1
m6A_36063,chr8,30938461,30938462,1,+,0,0,0,0,1,0
m6A_36064,chr8,28047538,28047539,1,+,0,0,0,0,1,0
m6A_36065,chr8,41478739,41478740,1,+,0,0,0,0,1,0
m6A_36066,chr8,142178383,142178384,1,+,0,0,0,0,1,0
m6A_36067,chr8,56922976,56922977,1,+,0,0,0,0,1,0
m6A_36068,chr8,144681808,144681809,1,+,0,0,0,0,1,0
m6A_36069,chr8,38067612,38067613,1,+,0,0,0,0,1,0
m6A_36070,chr8,48309060,48309061,1,+,0,0,0,0,1,0
m6A_36071,chr8,143786321,143786322,1,+,0,0,0,0,1,0
m6A_36072,chr8,64099567,64099568,1,+,0,0,0,0,1,0
m6A_36073,chr8,110576963,110576964,1,+,0,0,0,0,1,1
m6A_36074,chr8,143763989,143763990,1,+,0,0,0,0,1,0
m6A_36075,chr8,38961340,38961341,1,+,0,0,0,0,1,0
m6A_36076,chr8,143784797,143784798,1,+,0,0,0,0,1,0
m6A_36077,chr8,145749451,145749452,1,+,0,0,0,0,1,0
m6A_36078,chr8,19252665,19252666,1,+,0,0,0,0,1,0
m6A_36079,chr8,145727427,145727428,1,+,0,0,0,0,1,0
m6A_36080,chr8,64098810,64098811,1,+,0,0,0,0,1,0
m6A_36081,chr8,128902979,128902980,1,+,0,0,0,0,1,0
m6A_36082,chr8,118552212,118552213,1,+,0,0,0,0,1,0
m6A_36083,chr8,6615175,6615176,1,+,0,0,0,0,1,0
m6A_36084,chr8,66621575,66621576,1,+,0,0,0,0,1,0
m6A_36085,chr8,145722119,145722120,1,+,0,0,0,0,1,0
m6A_36086,chr8,8890556,8890557,1,+,0,0,0,0,1,0
m6A_36087,chr8,28047671,28047672,1,+,0,0,0,0,1,0
m6A_36088,chr8,40011821,40011822,1,+,0,0,0,0,1,0
m6A_36089,chr8,144826485,144826486,1,+,0,0,0,0,1,0
m6A_36090,chr8,104342086,104342087,1,+,0,0,0,0,1,0
m6A_36091,chr8,22875889,22875890,1,+,0,0,0,0,1,0
m6A_36092,chr8,19263654,19263655,1,+,0,0,0,0,1,0
m6A_36093,chr8,22069399,22069400,1,+,0,0,0,0,1,0
m6A_36094,chr8,1905540,1905541,1,+,0,0,0,0,1,0
m6A_36095,chr8,117784132,117784133,1,+,0,0,0,0,1,0
m6A_36096,chr8,25364964,25364965,1,+,0,0,0,0,1,0
m6A_36097,chr8,30623851,30623852,1,+,0,0,0,0,1,0
m6A_36098,chr8,22875731,22875732,1,+,0,0,0,0,1,0
m6A_36099,chr8,27634584,27634585,1,+,0,0,0,0,1,0
m6A_36100,chr8,22875195,22875196,1,+,0,0,0,0,1,0
m6A_36101,chr8,143784807,143784808,1,+,0,0,0,0,1,0
m6A_36102,chr8,142178301,142178302,1,+,0,0,0,0,1,0
m6A_36103,chr8,67342433,67342434,1,+,0,0,0,0,1,0
m6A_36104,chr8,38961312,38961313,1,+,0,0,0,0,1,0
m6A_36105,chr8,125498921,125498922,1,+,0,0,0,0,1,0
m6A_36106,chr8,143808942,143808943,1,+,0,0,0,0,1,0
m6A_36107,chr8,145749465,145749466,1,+,0,0,0,0,1,0
m6A_36108,chr8,55060086,55060087,1,+,0,0,0,0,1,0
m6A_36109,chr8,41456110,41456111,1,+,0,0,0,0,1,0
m6A_36110,chr8,40011543,40011544,1,+,0,0,0,0,1,0
m6A_36111,chr8,145538339,145538340,1,+,0,0,0,0,1,0
m6A_36112,chr8,146066810,146066811,1,+,0,0,0,0,1,0
m6A_36113,chr8,64122368,64122369,1,+,0,0,0,0,1,0
m6A_36114,chr8,11696085,11696086,1,+,0,0,0,0,1,0
m6A_36115,chr8,61534217,61534218,1,+,0,0,0,0,1,1
m6A_36116,chr8,56922948,56922949,1,+,0,0,0,0,1,0
m6A_36117,chr8,146062888,146062889,1,+,0,0,0,0,1,0
m6A_36118,chr8,40011511,40011512,1,+,0,0,0,0,1,0
m6A_36119,chr8,40011528,40011529,1,+,0,0,0,0,1,0
m6A_36120,chr8,103821541,103821542,1,+,0,0,0,0,1,0
m6A_36121,chr8,128753152,128753153,1,+,0,0,0,0,1,0
m6A_36122,chr8,61778275,61778276,1,+,0,0,0,0,1,0
m6A_36123,chr8,141525346,141525347,1,+,0,0,0,0,1,0
m6A_36124,chr8,128752896,128752897,1,+,0,0,0,0,1,0
m6A_36125,chr8,42188893,42188894,1,+,0,0,0,0,1,0
m6A_36126,chr8,48882514,48882515,1,+,0,0,0,0,1,0
m6A_36127,chr8,27516730,27516731,1,+,0,0,0,0,1,0
m6A_36128,chr8,21960589,21960590,1,+,0,0,0,0,1,0
m6A_36129,chr8,110576706,110576707,1,+,0,0,0,0,1,0
m6A_36130,chr8,27528634,27528635,1,+,0,0,0,0,1,0
m6A_36131,chr8,143763979,143763980,1,+,0,0,0,0,1,0
m6A_36132,chr8,40011319,40011320,1,+,0,0,0,0,1,0
m6A_36133,chr8,22451492,22451493,1,+,0,0,0,0,1,0
m6A_36134,chr8,41456287,41456288,1,+,0,0,0,0,1,0
m6A_36135,chr8,67342473,67342474,1,+,0,0,0,0,1,0
m6A_36136,chr8,42935223,42935224,1,+,0,0,0,0,1,0
m6A_36137,chr8,28047590,28047591,1,+,0,0,0,0,1,1
m6A_36138,chr8,23083440,23083441,1,+,0,0,0,0,1,0
m6A_36139,chr8,96166310,96166311,1,+,0,0,0,0,1,0
m6A_36140,chr8,40011220,40011221,1,+,0,0,0,0,1,0
m6A_36141,chr8,27634283,27634284,1,+,0,0,0,0,1,1
m6A_36142,chr8,6303008,6303009,1,+,0,0,0,0,1,0
m6A_36143,chr8,11696103,11696104,1,+,0,0,0,0,1,0
m6A_36144,chr8,38961330,38961331,1,+,0,0,0,0,1,0
m6A_36145,chr8,37611612,37611613,1,+,0,0,0,0,1,0
m6A_36146,chr8,128753149,128753150,1,+,0,0,0,0,1,0
m6A_36147,chr8,27841083,27841084,1,+,0,0,0,0,1,0
m6A_36148,chr8,125499880,125499881,1,+,0,0,0,0,1,0
m6A_36149,chr8,40011419,40011420,1,+,0,0,0,0,1,0
m6A_36150,chr8,128750869,128750870,1,+,0,0,0,0,1,0
m6A_36151,chr8,23147678,23147679,1,+,0,0,0,0,1,0
m6A_36152,chr8,41478746,41478747,1,+,0,0,0,0,1,0
m6A_36153,chr8,6616256,6616257,1,+,0,0,0,0,1,0
m6A_36154,chr8,40011341,40011342,1,+,0,0,0,0,1,0
m6A_36155,chr8,6302985,6302986,1,+,0,0,0,0,1,0
m6A_36156,chr8,126011616,126011617,1,+,0,0,0,0,1,0
m6A_36157,chr8,90937240,90937241,1,+,0,0,0,0,1,0
m6A_36158,chr8,23147694,23147695,1,+,0,0,0,0,1,0
m6A_36159,chr8,32905685,32905686,1,+,0,0,0,0,1,0
m6A_36160,chr8,25364232,25364233,1,+,0,0,0,0,1,0
m6A_36161,chr8,120255852,120255853,1,+,0,0,0,0,1,0
m6A_36162,chr8,48648101,48648102,1,+,0,0,0,0,1,0
m6A_36163,chr8,143786438,143786439,1,+,0,0,0,0,1,0
m6A_36164,chr8,97345861,97345862,1,+,0,0,0,0,1,0
m6A_36165,chr8,144732572,144732573,1,+,0,0,0,0,1,0
m6A_36166,chr8,37611803,37611804,1,+,0,0,0,0,1,0
m6A_36167,chr8,110576947,110576948,1,+,0,0,0,0,1,1
m6A_36168,chr8,141525635,141525636,1,+,0,0,0,0,1,0
m6A_36169,chr8,22277453,22277454,1,+,0,0,0,0,1,0
m6A_36170,chr8,22875073,22875074,1,+,0,0,0,0,1,0
m6A_36171,chr8,96166370,96166371,1,+,0,0,0,0,1,0
m6A_36172,chr8,128902968,128902969,1,+,0,0,0,0,1,0
m6A_36173,chr8,38961369,38961370,1,+,0,0,0,0,1,0
m6A_36174,chr8,125463638,125463639,1,+,0,0,0,0,1,0
m6A_36175,chr8,126449408,126449409,1,+,0,0,0,0,1,0
m6A_36176,chr8,8887449,8887450,1,+,0,0,0,0,1,0
m6A_36177,chr8,146066921,146066922,1,+,0,0,0,0,1,0
m6A_36178,chr8,99961646,99961647,1,+,0,0,0,0,1,0
m6A_36179,chr8,37611602,37611603,1,+,0,0,0,0,1,0
m6A_36180,chr8,8887468,8887469,1,+,0,0,0,0,1,0
m6A_36181,chr8,27516564,27516565,1,+,0,0,0,0,1,0
m6A_36182,chr8,28384870,28384871,1,+,0,0,0,0,1,1
m6A_36183,chr8,117784178,117784179,1,+,0,0,0,0,1,0
m6A_36184,chr8,100866168,100866169,1,+,0,0,0,0,0,1
m6A_36185,chr8,101715383,101715384,1,-,0,0,0,0,0,1
m6A_36186,chr8,101715454,101715455,1,-,0,0,0,0,0,1
m6A_36187,chr8,101721443,101721444,1,-,0,0,0,0,0,1
m6A_36188,chr8,101724903,101724904,1,-,0,0,0,0,0,1
m6A_36189,chr8,101725382,101725383,1,-,0,0,0,0,0,1
m6A_36190,chr8,101733677,101733678,1,-,0,0,0,0,0,1
m6A_36191,chr8,101734065,101734066,1,-,0,0,0,0,0,1
m6A_36192,chr8,103297452,103297453,1,-,0,0,0,0,0,1
m6A_36193,chr8,103870282,103870283,1,-,0,0,0,0,0,1
m6A_36194,chr8,107719237,107719238,1,+,0,0,0,0,0,1
m6A_36195,chr8,109228680,109228681,1,-,0,0,0,0,0,1
m6A_36196,chr8,109229624,109229625,1,-,0,0,0,0,0,1
m6A_36197,chr8,110293322,110293323,1,-,0,0,0,0,0,1
m6A_36198,chr8,110355680,110355681,1,+,0,0,0,0,0,1
m6A_36199,chr8,110576919,110576920,1,+,0,0,0,0,0,1
m6A_36200,chr8,11687832,11687833,1,+,0,0,0,0,0,1
m6A_36201,chr8,117657111,117657112,1,-,0,0,0,0,0,1
m6A_36202,chr8,117657317,117657318,1,-,0,0,0,0,0,1
m6A_36203,chr8,117658726,117658727,1,-,0,0,0,0,0,1
m6A_36204,chr8,117658771,117658772,1,-,0,0,0,0,0,1
m6A_36205,chr8,117669506,117669507,1,-,0,0,0,0,0,1
m6A_36206,chr8,117783758,117783759,1,+,0,0,0,0,0,1
m6A_36207,chr8,117783777,117783778,1,+,0,0,0,0,0,1
m6A_36208,chr8,117858877,117858878,1,-,0,0,0,0,0,1
m6A_36209,chr8,117859868,117859869,1,-,0,0,0,0,0,1
m6A_36210,chr8,117864271,117864272,1,-,0,0,0,0,0,1
m6A_36211,chr8,121437580,121437581,1,-,0,0,0,0,0,1
m6A_36212,chr8,124268243,124268244,1,-,0,0,0,0,0,1
m6A_36213,chr8,124340613,124340614,1,-,0,0,0,0,0,1
m6A_36214,chr8,124361642,124361643,1,-,0,0,0,0,0,1
m6A_36215,chr8,128750596,128750597,1,+,0,0,0,0,0,1
m6A_36216,chr8,128750980,128750981,1,+,0,0,0,0,0,1
m6A_36217,chr8,128751237,128751238,1,+,0,0,0,0,0,1
m6A_36218,chr8,128752750,128752751,1,+,0,0,0,0,0,1
m6A_36219,chr8,128752929,128752930,1,+,0,0,0,0,0,1
m6A_36220,chr8,130312401,130312402,1,-,0,0,0,0,0,1
m6A_36221,chr8,130312975,130312976,1,-,0,0,0,0,0,1
m6A_36222,chr8,130365006,130365007,1,-,0,0,0,0,0,1
m6A_36223,chr8,130450332,130450333,1,-,0,0,0,0,0,1
m6A_36224,chr8,130485237,130485238,1,-,0,0,0,0,0,1
m6A_36225,chr8,130511643,130511644,1,-,0,0,0,0,0,1
m6A_36226,chr8,130560499,130560500,1,-,0,0,0,0,0,1
m6A_36227,chr8,130560623,130560624,1,-,0,0,0,0,0,1
m6A_36228,chr8,133136325,133136326,1,-,0,0,0,0,0,1
m6A_36229,chr8,133141773,133141774,1,-,0,0,0,0,0,1
m6A_36230,chr8,133142217,133142218,1,-,0,0,0,0,0,1
m6A_36231,chr8,133164167,133164168,1,-,0,0,0,0,0,1
m6A_36232,chr8,133492428,133492429,1,-,0,0,0,0,0,1
m6A_36233,chr8,133493175,133493176,1,-,0,0,0,0,0,1
m6A_36234,chr8,134169481,134169482,1,+,0,0,0,0,0,1
m6A_36235,chr8,134250975,134250976,1,-,0,0,0,0,0,1
m6A_36236,chr8,141461278,141461279,1,-,0,0,0,0,0,1
m6A_36237,chr8,141540942,141540943,1,-,0,0,0,0,0,1
m6A_36238,chr8,141541224,141541225,1,-,0,0,0,0,0,1
m6A_36239,chr8,141794407,141794408,1,-,0,0,0,0,0,1
m6A_36240,chr8,142136213,142136214,1,-,0,0,0,0,0,1
m6A_36241,chr8,142178348,142178349,1,+,0,0,0,0,0,1
m6A_36242,chr8,142202438,142202439,1,+,0,0,0,0,0,1
m6A_36243,chr8,142204267,142204268,1,+,0,0,0,0,0,1
m6A_36244,chr8,142205285,142205286,1,+,0,0,0,0,0,1
m6A_36245,chr8,142207298,142207299,1,-,0,0,0,0,0,1
m6A_36246,chr8,142441123,142441124,1,+,0,0,0,0,0,1
m6A_36247,chr8,142441184,142441185,1,+,0,0,0,0,0,1
m6A_36248,chr8,143359731,143359732,1,-,0,0,0,0,0,1
m6A_36249,chr8,143816849,143816850,1,+,0,0,0,0,0,1
m6A_36250,chr8,144103495,144103496,1,+,0,0,0,0,0,1
m6A_36251,chr8,144520100,144520101,1,-,0,0,0,0,0,1
m6A_36252,chr8,144620629,144620630,1,-,0,0,0,0,0,1
m6A_36253,chr8,144671910,144671911,1,-,0,0,0,0,0,1
m6A_36254,chr8,144672164,144672165,1,-,0,0,0,0,0,1
m6A_36255,chr8,144732285,144732286,1,+,0,0,0,0,0,1
m6A_36256,chr8,144734291,144734292,1,+,0,0,0,0,0,1
m6A_36257,chr8,144776004,144776005,1,+,0,0,0,0,0,1
m6A_36258,chr8,144991329,144991330,1,-,0,0,0,0,0,1
m6A_36259,chr8,144991878,144991879,1,-,0,0,0,0,0,1
m6A_36260,chr8,145139453,145139454,1,+,0,0,0,0,0,1
m6A_36261,chr8,145733251,145733252,1,-,0,0,0,0,0,1
m6A_36262,chr8,145741539,145741540,1,-,0,0,0,0,0,1
m6A_36263,chr8,145746929,145746930,1,+,0,0,0,0,0,1
m6A_36264,chr8,145751807,145751808,1,-,0,0,0,0,0,1
m6A_36265,chr8,146016724,146016725,1,-,0,0,0,0,0,1
m6A_36266,chr8,146156199,146156200,1,-,0,0,0,0,0,1
m6A_36267,chr8,17067509,17067510,1,+,0,0,0,0,0,1
m6A_36268,chr8,17078072,17078073,1,+,0,0,0,0,0,1
m6A_36269,chr8,17078375,17078376,1,+,0,0,0,0,0,1
m6A_36270,chr8,17084913,17084914,1,-,0,0,0,0,0,1
m6A_36271,chr8,17087665,17087666,1,-,0,0,0,0,0,1
m6A_36272,chr8,17088148,17088149,1,-,0,0,0,0,0,1
m6A_36273,chr8,1719614,1719615,1,+,0,0,0,0,0,1
m6A_36274,chr8,1728859,1728860,1,+,0,0,0,0,0,1
m6A_36275,chr8,17401163,17401164,1,+,0,0,0,0,0,1
m6A_36276,chr8,17817616,17817617,1,+,0,0,0,0,0,1
m6A_36277,chr8,17827192,17827193,1,+,0,0,0,0,0,1
m6A_36278,chr8,17857640,17857641,1,+,0,0,0,0,0,1
m6A_36279,chr8,17868781,17868782,1,+,0,0,0,0,0,1
m6A_36280,chr8,1952551,1952552,1,+,0,0,0,0,0,1
m6A_36281,chr8,1954291,1954292,1,+,0,0,0,0,0,1
m6A_36282,chr8,1954755,1954756,1,+,0,0,0,0,0,1
m6A_36283,chr8,21766385,21766386,1,-,0,0,0,0,0,1
m6A_36284,chr8,21766469,21766470,1,-,0,0,0,0,0,1
m6A_36285,chr8,21767122,21767123,1,-,0,0,0,0,0,1
m6A_36286,chr8,21965181,21965182,1,-,0,0,0,0,0,1
m6A_36287,chr8,22478913,22478914,1,-,0,0,0,0,0,1
m6A_36288,chr8,22876221,22876222,1,+,0,0,0,0,0,1
m6A_36289,chr8,23048374,23048375,1,-,0,0,0,0,0,1
m6A_36290,chr8,25268866,25268867,1,+,0,0,0,0,0,1
m6A_36291,chr8,25269246,25269247,1,+,0,0,0,0,0,1
m6A_36292,chr8,2584530,2584531,1,+,0,0,0,0,0,1
m6A_36293,chr8,26513272,26513273,1,+,0,0,0,0,0,1
m6A_36294,chr8,27145415,27145416,1,-,0,0,0,0,0,1
m6A_36295,chr8,2716401,2716402,1,+,0,0,0,0,0,1
m6A_36296,chr8,27316369,27316370,1,+,0,0,0,0,0,1
m6A_36297,chr8,27316558,27316559,1,+,0,0,0,0,0,1
m6A_36298,chr8,27667565,27667566,1,-,0,0,0,0,0,1
m6A_36299,chr8,28206239,28206240,1,-,0,0,0,0,0,1
m6A_36300,chr8,28385108,28385109,1,+,0,0,0,0,0,1
m6A_36301,chr8,28908685,28908686,1,+,0,0,0,0,0,1
m6A_36302,chr8,29963585,29963586,1,+,0,0,0,0,0,1
m6A_36303,chr8,30209818,30209819,1,+,0,0,0,0,0,1
m6A_36304,chr8,37623850,37623851,1,+,0,0,0,0,0,1
m6A_36305,chr8,37699422,37699423,1,+,0,0,0,0,0,1
m6A_36306,chr8,37700051,37700052,1,+,0,0,0,0,0,1
m6A_36307,chr8,37717185,37717186,1,-,0,0,0,0,0,1
m6A_36308,chr8,37996966,37996967,1,+,0,0,0,0,0,1
m6A_36309,chr8,38001687,38001688,1,-,0,0,0,0,0,1
m6A_36310,chr8,38120930,38120931,1,-,0,0,0,0,0,1
m6A_36311,chr8,38133056,38133057,1,-,0,0,0,0,0,1
m6A_36312,chr8,38205573,38205574,1,-,0,0,0,0,0,1
m6A_36313,chr8,38827094,38827095,1,+,0,0,0,0,0,1
m6A_36314,chr8,41789813,41789814,1,-,0,0,0,0,0,1
m6A_36315,chr8,41791082,41791083,1,-,0,0,0,0,0,1
m6A_36316,chr8,42189043,42189044,1,+,0,0,0,0,0,1
m6A_36317,chr8,42251736,42251737,1,+,0,0,0,0,0,1
m6A_36318,chr8,42256315,42256316,1,+,0,0,0,0,0,1
m6A_36319,chr8,42698351,42698352,1,-,0,0,0,0,0,1
m6A_36320,chr8,42932637,42932638,1,+,0,0,0,0,0,1
m6A_36321,chr8,42977453,42977454,1,+,0,0,0,0,0,1
m6A_36322,chr8,42977484,42977485,1,+,0,0,0,0,0,1
m6A_36323,chr8,42977670,42977671,1,+,0,0,0,0,0,1
m6A_36324,chr8,43054885,43054886,1,+,0,0,0,0,0,1
m6A_36325,chr8,48686279,48686280,1,-,0,0,0,0,0,1
m6A_36326,chr8,48694945,48694946,1,-,0,0,0,0,0,1
m6A_36327,chr8,48697762,48697763,1,-,0,0,0,0,0,1
m6A_36328,chr8,48762028,48762029,1,-,0,0,0,0,0,1
m6A_36329,chr8,48798044,48798045,1,-,0,0,0,0,0,1
m6A_36330,chr8,48839800,48839801,1,-,0,0,0,0,0,1
m6A_36331,chr8,48883418,48883419,1,+,0,0,0,0,0,1
m6A_36332,chr8,48885553,48885554,1,+,0,0,0,0,0,1
m6A_36333,chr8,48887488,48887489,1,+,0,0,0,0,0,1
m6A_36334,chr8,48973369,48973370,1,+,0,0,0,0,0,1
m6A_36335,chr8,48973404,48973405,1,+,0,0,0,0,0,1
m6A_36336,chr8,53568812,53568813,1,-,0,0,0,0,0,1
m6A_36337,chr8,56705267,56705268,1,+,0,0,0,0,0,1
m6A_36338,chr8,56986974,56986975,1,-,0,0,0,0,0,1
m6A_36339,chr8,56987002,56987003,1,-,0,0,0,0,0,1
m6A_36340,chr8,57073929,57073930,1,-,0,0,0,0,0,1
m6A_36341,chr8,57079476,57079477,1,-,0,0,0,0,0,1
m6A_36342,chr8,57906373,57906374,1,-,0,0,0,0,0,1
m6A_36343,chr8,58377893,58377894,1,+,0,0,0,0,0,1
m6A_36344,chr8,58377934,58377935,1,+,0,0,0,0,0,1
m6A_36345,chr8,58384449,58384450,1,+,0,0,0,0,0,1
m6A_36346,chr8,58385762,58385763,1,+,0,0,0,0,0,1
m6A_36347,chr8,58392434,58392435,1,+,0,0,0,0,0,1
m6A_36348,chr8,58396074,58396075,1,+,0,0,0,0,0,1
m6A_36349,chr8,58396287,58396288,1,+,0,0,0,0,0,1
m6A_36350,chr8,58399188,58399189,1,+,0,0,0,0,0,1
m6A_36351,chr8,58402100,58402101,1,+,0,0,0,0,0,1
m6A_36352,chr8,58442580,58442581,1,+,0,0,0,0,0,1
m6A_36353,chr8,58448678,58448679,1,+,0,0,0,0,0,1
m6A_36354,chr8,58456944,58456945,1,+,0,0,0,0,0,1
m6A_36355,chr8,58458133,58458134,1,+,0,0,0,0,0,1
m6A_36356,chr8,58459391,58459392,1,+,0,0,0,0,0,1
m6A_36357,chr8,58480160,58480161,1,+,0,0,0,0,0,1
m6A_36358,chr8,585785,585786,1,-,0,0,0,0,0,1
m6A_36359,chr8,61100957,61100958,1,-,0,0,0,0,0,1
m6A_36360,chr8,61533755,61533756,1,+,0,0,0,0,0,1
m6A_36361,chr8,61654180,61654181,1,+,0,0,0,0,0,1
m6A_36362,chr8,61754229,61754230,1,+,0,0,0,0,0,1
m6A_36363,chr8,64122397,64122398,1,+,0,0,0,0,0,1
m6A_36364,chr8,64122462,64122463,1,+,0,0,0,0,0,1
m6A_36365,chr8,64122577,64122578,1,+,0,0,0,0,0,1
m6A_36366,chr8,6541399,6541400,1,-,0,0,0,0,0,1
m6A_36367,chr8,6614807,6614808,1,+,0,0,0,0,0,1
m6A_36368,chr8,6614853,6614854,1,+,0,0,0,0,0,1
m6A_36369,chr8,67576541,67576542,1,-,0,0,0,0,0,1
m6A_36370,chr8,67577092,67577093,1,-,0,0,0,0,0,1
m6A_36371,chr8,67860298,67860299,1,-,0,0,0,0,0,1
m6A_36372,chr8,68007687,68007688,1,+,0,0,0,0,0,1
m6A_36373,chr8,71185627,71185628,1,+,0,0,0,0,0,1
m6A_36374,chr8,71486435,71486436,1,-,0,0,0,0,0,1
m6A_36375,chr8,72754391,72754392,1,-,0,0,0,0,0,1
m6A_36376,chr8,74507501,74507502,1,-,0,0,0,0,0,1
m6A_36377,chr8,75912689,75912690,1,+,0,0,0,0,0,1
m6A_36378,chr8,77557860,77557861,1,-,0,0,0,0,0,1
m6A_36379,chr8,81399127,81399128,1,+,0,0,0,0,0,1
m6A_36380,chr8,81411945,81411946,1,+,0,0,0,0,0,1
m6A_36381,chr8,8234539,8234540,1,-,0,0,0,0,0,1
m6A_36382,chr8,8235070,8235071,1,-,0,0,0,0,0,1
m6A_36383,chr8,87486499,87486500,1,-,0,0,0,0,0,1
m6A_36384,chr8,8750362,8750363,1,-,0,0,0,0,0,1
m6A_36385,chr8,92081169,92081170,1,-,0,0,0,0,0,1
